=== BTC vendor destinations (valued at live rate on tx day) ===
destinations: 141, total sent: 7.39541203 BTC = $624,220.92
price source: Binance BTCUSDT daily open (UTC), live rate at tx day; unpriced transfers: 0

rank address                                              amount              USD   txs  period
  41 ltc1qy9yt8mzuq6cv3ksj9ln33hej892uw8z2wdfkcu        26.12293417         3,123.52     1  2024-12-02 .. 2024-12-02
  42 MDxyyA7VNzDsu1oFvBkLazGfTe4sPKMqCZ              46.53722445         3,110.55     1  2024-10-15 .. 2024-10-15
  43 MQLRVi3YSwXW8FscNd4x3bZdrhfKkwZqBR              24.60068103         3,063.28     1  2024-12-14 .. 2024-12-14
  44 MTWXgxrfNcZs3zCnhHAN8vjnVon3A5Hqsw              41.36484271         3,060.58     1  2024-10-30 .. 2024-10-30
  45 ltc1qr3m67mna93255hcf7yyqsexyne4jwsfen5eeg6        23.77672342         3,045.56     1  2025-02-01 .. 2025-02-01
  46 ltc1qzp9864m880y2shxj5fv4sd8hwletk2e68dysd7        40.43244244         2,943.08     1  2024-11-09 .. 2024-11-09
  47 ltc1q30nanjhg69j8wc642xsf28n8hzd2kpaf99yxkj        38.60646752         2,941.43     1  2025-04-12 .. 2025-04-12
  48 MQdDPSXgunB63cMjUzzPTU8ELv7xdNMzY9              36.66688325         2,934.82     1  2024-11-12 .. 2024-11-12
  49 ltc1q2c9l32y8n03ctqgpw9yw5h2tv095kz2elk4cu6        21.49232327         2,921.67     1  2024-12-07 .. 2024-12-07
  50 ltc1qhauqnw8hxz5l2jd59wt8j5shjt8t26k8qe0jta        24.19356088         2,884.60     1  2024-12-13 .. 2024-12-13
  51 MSJBZD6pKVo4jFUpMfmsd6UdHgXwYx9Qvd              40.00000000         2,830.80     1  2024-10-22 .. 2024-10-22
  52 MLzZP8t4y91CcdGVoygXamm62wBsknAUB9              24.13637826         2,822.99     1  2025-01-16 .. 2025-01-16
  53 ltc1q4n2xz87lzta3m3jkmzs4qr9xhsc63tz8q4gm76        24.25760525         2,790.84     1  2025-01-28 .. 2025-01-28
  54 ltc1qdxev39eusnsp85khe2atga9j8jtp8vpuxn6a20        40.74277364         2,789.66     1  2024-10-27 .. 2024-10-27
  55 ltc1q3aal2qferj3a8f3gtthu8k90gel2u26ektnu4h        27.37955245         2,758.49     1  2024-12-29 .. 2024-12-29
  56 MAKWhz6WqUYXL7q3MYPhM6NzGTGJv5itpM              25.33243132         2,704.49     1  2024-12-24 .. 2024-12-24
  57 ltc1qc67uejrahhgyqz4dc2kzv4eutam9atkxsj4h90        29.39451184         2,689.01     1  2025-03-24 .. 2025-03-24
  58 ltc1qfac35tmeackwsu2vqxf4r3f7d9stjy3xnfwhh8        30.48049742         2,685.03     1  2025-03-14 .. 2025-03-14
  59 ML3QpVLAzV1RrcrWxx7PYUdGd5AFgGFZiF              22.74501724         2,647.97     1  2025-01-24 .. 2025-01-24
  60 ltc1q66ehlgpfm8jgc76ew4ar377l9j75xze7l7u8cu        29.79069906         2,646.90     1  2025-05-02 .. 2025-05-02
  61 MAvA6ELLQBnQyNVRAxKwyYSUeFEAdZ9Rx7              19.27022632         2,640.79     1  2025-01-18 .. 2025-01-18
  62 MCvWRiddzzWTYjxq4ELGtx9Yh3S3Ah5FGf              35.30384299         2,611.78     1  2024-11-10 .. 2024-11-10
  63 MDZwCwNvmZRK5gngQKs5funj4VfT3PPoMw              40.00000000         2,598.00     1  2024-10-05 .. 2024-10-05
  64 MGEU3SKSt8NZGD7Ns46JNQGs8hA1ci2CFq              35.88916401         2,564.64     1  2024-11-08 .. 2024-11-08
  65 MSCKtEKMjA75vVNtAnPwEk5VsED8pWvCy8              25.00000000         2,534.25     1  2024-12-21 .. 2024-12-21
  66 ltc1q8ktk2775dpr9krsq500tzasa0h0ka5zzu9m2mf        23.05823070         2,531.56     1  2024-12-11 .. 2024-12-11
  67 ltc1q7ez7uruk23rpplqgna4h2zfdmurzjkfq8rqfnp        30.55814682         2,526.55     1  2025-04-06 .. 2025-04-06
  68 ltc1q0aky486pd35wzwx2jj5ww9aasve29ucxusxgnu        38.88627268         2,519.83     1  2024-10-14 .. 2024-10-14
  69 ltc1q0qemnjhmyfvrmen8qdygag6ydntfpepf8p2jah        24.36145318         2,518.49     1  2025-02-06 .. 2025-02-06
  70 MJCGgGPAxRBNAqKNLUZ4GUB4YYuY1kWHGL              30.08488849         2,509.38     1  2024-11-21 .. 2024-11-21
  71 ltc1q7dx7xksjwp9cas8872fwntuwnygvwfkkwzkvk0        37.71995623         2,500.83     1  2024-10-06 .. 2024-10-06
  72 MK9KcTNmynPuTKLVPeYfWWgWHfkaaTSJrZ              33.37816945         2,500.02     1  2024-10-20 .. 2024-10-20
  73 ltc1qrkvnyx0n6tnj3vs9495v8c4vkw8hqlkn9fx4tx        29.42120010         2,485.50     1  2025-04-02 .. 2025-04-02
  74 MVpX1AnAsa6HAE8z9ywW22kSMsFzUgijnS              21.02322193         2,466.02     1  2024-12-12 .. 2024-12-12
  75 MUuo7hv1ZUHd23vxgi4Dn3nKrubeknqF7u              22.36638359         2,440.84     1  2025-02-03 .. 2025-02-03
  76 MU8jZPfPGaivBbvEn6BedEVk3saxK9jLWZ              34.23763996         2,434.30     1  2024-10-28 .. 2024-10-28
  77 ltc1quv4g6me3veljsu3uz7jsmkgj2ehlxjnst8tuhx        26.90252764         2,408.05     1  2024-11-22 .. 2024-11-22
  78 ltc1qt6prlyh5yvrnfpxt6480wgs3ruhlazjpg20kh9        27.38933485         2,396.29     1  2025-03-11 .. 2025-03-11
  79 M8gom1f8mwym9bSueMdaMtugERHJXRwbQq              20.00000000         2,382.20     1  2025-01-22 .. 2025-01-22
  80 MFvJhPaZimwUYMCjv6UBPCuVt95ipom2Lc              20.58212298         2,378.47     1  2025-01-20 .. 2025-01-20
  81 MVLAkqhWP1FkVJujeSEsE6dRCbwWg7nCih              27.36629047         2,371.84     1  2024-11-20 .. 2024-11-20
  82 ltc1qpzdcchtepvfen84m3ysvwsku5kftx88e5e6gds        23.38257529         2,371.69     1  2025-01-09 .. 2025-01-09
  83 ltc1qu8v9nzzvzsq8sz650w6ksedvk6045h25a9aujq        17.38805993         2,345.30     1  2025-02-20 .. 2025-02-20
  84 MCRK8SWRWnyv7VV4hj2vDjyDxk2BQHqzTH              32.99797762         2,338.57     1  2024-10-16 .. 2024-10-16
  85 MCoU863747eKRwhma8hUucyEgV3nWRGiP4              23.06040922         2,330.95     1  2025-02-05 .. 2025-02-05
  86 ltc1qrluwymhspj7rensfs9tl22j6xj53pcw2pvh43j        33.00922605         2,319.56     1  2024-11-02 .. 2024-11-02
  87 MH2vyHSbuLoPy96euzYyMB69p2QMEPzrdt              20.98051730         2,306.18     1  2025-01-29 .. 2025-01-29
  88 MWdR8ugMv1EETcaKPWtkMzXzNJTqLbvRV6              25.29232637         2,287.69     1  2025-03-12 .. 2025-03-12
  89 MJTWYfyQZgd7ShGDtYL2iB48HrvUvRWYLs              20.00000000         2,280.00     1  2025-01-07 .. 2025-01-07
  90 MVt2TRa7HSkStTeYRxYPabeW8Zjp9dyQsC              25.44356249         2,277.45     1  2024-11-22 .. 2024-11-22
  91 ltc1q2jxgfxfsfk24rwkmmqpvf8928l7se6kdvw62yt        32.30114264         2,262.70     1  2024-10-24 .. 2024-10-24
  92 MRZTCnJN5CCxuZKMqFfQzDvqRDPakJy636              30.43355621         2,225.00     1  2024-10-19 .. 2024-10-19
  93 MMdjeY3RUGzK8Fsq47T2kQVdPEQXArNSYg              32.03284564         2,216.67     1  2024-11-03 .. 2024-11-03
  94 MPbs7bVSAo8BCkVmZrzu2qpxh5FxiEQwFJ              18.60529096         2,195.42     1  2024-12-17 .. 2024-12-17
  95 ltc1q5d092a0tjn8tcawlcnqqyljm75g7pu4q9nel7x        27.86430024         2,167.84     1  2025-04-21 .. 2025-04-21
  96 MGsgnxH2vzR3UzyEsssv93Bxv9kVxLBygM              20.00000000         2,166.40     1  2024-12-19 .. 2024-12-19
  97 MK4az65JWMkQrnq53QZ7QfRXEpiao4crNW              18.13997583         2,153.40     1  2025-01-25 .. 2025-01-25
  98 MPpqgv9fgEWYkThTApySUJnAtrWmNRyXGZ              25.00000000         2,139.00     1  2025-04-30 .. 2025-04-30
  99 ltc1qe75n7gc70qrlqgge4hvmys9mpv8h3nxgslmv4u        20.40389811         2,116.09     1  2025-03-08 .. 2025-03-08
 100 MSq35Xq58wQjNBbnWYLqQ3Y82yboWYvFMM              21.43594805         2,108.87     1  2025-01-14 .. 2025-01-14
 101 MMKMurDiCRKhxgn2gPLmeQ5MhkN8bWiZbo              20.00000000         2,094.60     1  2025-03-06 .. 2025-03-06
 102 MX9pYzN76fhPhxbzDWHHFfAtaCSrMKhAMB              20.41748317         2,073.80     1  2024-12-22 .. 2024-12-22
 103 ltc1qy6fv62kvqzzhzeulp729xdx7mmv7ksd254xvxl        30.81842076         2,065.76     1  2024-10-07 .. 2024-10-07
 104 ltc1qu96j796zft3lf3azx2fus7ug0ze4um8tw33s9r        18.93575859         2,051.12     1  2024-12-19 .. 2024-12-19
 105 ltc1q4lhdgpzwrxze49cgqjw4n78fd7n9xwakfrlxur        31.88760954         2,051.01     1  2024-10-11 .. 2024-10-11
 106 MN8oGtRtPxEBYKhk2bEjbHQaVXPexDpjxL              15.00000000         2,039.10     1  2024-12-07 .. 2024-12-07
 107 ltc1qkm2fmccqe7k972j202y8j906qf62w7qpp4usd9        31.16962110         2,038.49     1  2024-11-06 .. 2024-11-06
 108 MVThcJN2okdgFavUJMs43zU6q7MYdWobb7              20.00000000         2,028.60     1  2025-01-09 .. 2025-01-09
 109 MCYbdqM7PX6GHmmpYqVMKBaMUiaa7D6ECQ              19.28235261         2,004.21     1  2025-01-11 .. 2025-01-11
 110 M8mWBjA1rcT7FgnRnVKJefEPuC2bVFxnxZ              20.00000000         1,988.00     1  2024-12-31 .. 2024-12-31
 111 MLTMMYeac8vQmpmoPkHABozZVg2g5R4V3u              17.21625557         1,976.08     1  2025-02-25 .. 2025-02-25
 112 ltc1qec6990lkc9e3z0rt8r5yza63y37q2ptwvxxkz4        21.62838121         1,975.10     1  2025-03-15 .. 2025-03-15
 113 MWuvRUjJyTG41VdBgTpj2ftZHyQBfTSa39              29.49070044         1,971.45     1  2024-11-04 .. 2024-11-04
 114 ltc1q9nfvcv5kf65rh6m006635fzcypycv80j974j8v        17.20851272         1,971.24     1  2025-02-26 .. 2025-02-26
 115 MDWgTJzAvahYgfZoxQJ6bq6jjBXjaA2iVC              15.00000000         1,946.25     1  2025-02-19 .. 2025-02-19
 116 MFiPwoip6rjokVhm14K3zBcwA1g23HyVrH              25.00000000         1,945.00     1  2025-04-21 .. 2025-04-21
 117 MSAr8z84d2iQuxzqkHxkMWLmKhqoj3RTmm              21.47510100         1,922.45     1  2025-05-08 .. 2025-05-08
 118 MGD9bxWw3XkcEeR4rfwL7sa1JVjy6YyJ45              15.00000000         1,921.35     1  2025-02-01 .. 2025-02-01
 119 MQCXDnqC66mwP367MUPgw45tJfT1yaK66D              15.27403557         1,907.73     1  2025-02-15 .. 2025-02-15
 120 MJWiDwS42La4id1adRx4bssLrG3PjxwH4P              15.00000000         1,902.90     1  2025-02-28 .. 2025-02-28
 121 MKSUm9ozvPw9LP1A5rfyQXEVPkNH5GxtCp              25.00000000         1,900.00     1  2025-04-19 .. 2025-04-19
 122 ltc1qucye0x0hnsa3vq8q8z7d6zlzt376ay8j2v2q7h        26.41567329         1,895.59     1  2024-10-31 .. 2024-10-31
 123 ltc1qc5xpd2uqy034esevxa3txl78cap3zxmycarl7r        20.26622046         1,880.50     1  2025-03-28 .. 2025-03-28
 124 MRQvYk2c7SkrpQQvuxXjG93dWavjJmuNLC              18.49045062         1,879.74     1  2025-02-07 .. 2025-02-07
 125 M8WiYy3AsEwTjrQSirpWcEZtdtejRLVK1s              18.36304981         1,879.46     1  2025-01-13 .. 2025-01-13
 126 M88XfsT5T6aidmwhT1En1iEHnUHe2nDQ56              20.00000000         1,855.80     1  2025-03-28 .. 2025-03-28
 127 M8wBB6KZBxJZ4K1SCtpmD686t971YEHDcp              20.00000000         1,827.40     1  2025-03-23 .. 2025-03-23
 128 MBtESaBcrLYK2n6ALJ911wDBHRCP3owQqF              17.68013507         1,807.44     1  2025-01-10 .. 2025-01-10
 129 ltc1q4ad4qz8w0z7va3hesyqqm4zzyzkzemvz8rrmzw        25.44872234         1,806.86     1  2024-11-07 .. 2024-11-07
 130 MQazTXWzBVuajJTiP8gVx4F2opMMxams9w              20.00000000         1,804.40     1  2025-03-17 .. 2025-03-17
 131 MHHMPTRxAb7qXskh8efmXdBcXcFs5SvRCg              20.00000000         1,800.60     1  2025-03-19 .. 2025-03-19
 132 ltc1qcj0se94ernt4t487f4lulm4mytc99v7zal6zun        15.08106377         1,798.57     1  2025-02-12 .. 2025-02-12
 133 M9Dxnvp7o7J9mFNzp8fSe3yD7G3FYfWPP9              14.00000000         1,790.46     1  2025-03-03 .. 2025-03-03
 134 MTdGRDmDvd8fhdDwdruhc5tva93VYPLhuL              19.05635506         1,786.91     1  2025-03-25 .. 2025-03-25
 135 ltc1qjsz2z76q493q6fyuwhmjjc6ff3ds29a5eaz89s        17.08953740         1,774.58     1  2025-05-13 .. 2025-05-13
 136 ltc1q9a0xesam65vdlfpfmw6zhfr2dz4x5cwnj7net7        23.27104254         1,768.60     1  2025-04-19 .. 2025-04-19
 137 ltc1qy5jsau6jhuxwntsyj8mvtg88plu2kajj8gd7py        27.27246570         1,767.26     1  2024-10-14 .. 2024-10-14
 138 ltc1qkhu4kuhthqqp68yr4w9q6p7pq7z8qsue2p06te        27.07639084         1,758.61     1  2024-10-05 .. 2024-10-05
 139 ltc1qvrlw7hwu56juek7pctuw0ln4eugsww05rptgna        21.52548971         1,754.97     1  2025-04-03 .. 2025-04-03
 140 M9pjeZUuBvkV4kDnm9bxAs1fyympueoeEE              20.00000000         1,749.80     1  2025-03-11 .. 2025-03-11
 141 MTJcGbsedPtvWrUbwXYWZZrTk8CsGKus2g              21.00000000         1,748.67     1  2025-04-24 .. 2025-04-24
 142 MS2GK7aBB6Cdc3hyxo8YUwjdFqn8N5Ca25              14.43822565         1,735.62     1  2025-02-11 .. 2025-02-11
 143 MEXarSMRDpzoa4dvQsiAU5uBnna34iV9y9              13.54824371         1,735.53     1  2025-02-22 .. 2025-02-22
 144 ltc1q3g5kp0de9sqevfqrxamzqcecgsglal0hverslt        14.96503743         1,731.75     1  2025-01-06 .. 2025-01-06
 145 MFiMtEFuiN4w28cxeZKGoRisz1SjrxdJvL              22.00000000         1,729.86     1  2025-04-13 .. 2025-04-13
 146 MLsqRqToAzfMyT8qPj5tsMm2abWBqRXJW3              20.00000000         1,709.20     1  2025-03-30 .. 2025-03-30
 147 M9Nuq5hTeeNC1BikBTGVABPftKqnNSrqcs              20.00000000         1,707.60     1  2025-04-28 .. 2025-04-28
 148 MREqgVC9V2VK8JXkjVzFzB5Bhy512G7iee              24.00000000         1,695.12     1  2025-04-07 .. 2025-04-07
 149 MBNitVKsUsaSwMjv5CPoeo98mF8ynUqXvU              20.00000000         1,689.60     1  2025-04-02 .. 2025-04-02
 150 ML7eyAAMBujpBJcL7b2ata9V7TZbuwuse6              20.00000000         1,688.20     1  2025-04-05 .. 2025-04-05
 151 ltc1q2zvq3xuytm38tpucrz9hqk8yq89y9q586vp72a        16.61846541         1,670.49     1  2025-05-10 .. 2025-05-10
 152 MQDNYpp4dNwSGis9AiKRBZhALy2AaPjaf9              19.28891412         1,669.46     1  2025-05-04 .. 2025-05-04
 153 ltc1qql3ttpxhhzyhrl6l2zahnldkh2craqgpsclhud        23.57829815         1,668.64     1  2024-10-22 .. 2024-10-22
 154 MEKvYZgJrudWCee1EiRZb3dvNuZ7ismmT5              22.00000000         1,656.16     1  2025-04-16 .. 2025-04-16
 155 MKXduEcYkW2yNhZ2aCNMPU2dWMZRxfXVa7              15.41449006         1,652.43     1  2025-02-10 .. 2025-02-10
 156 M9XviHubt8DBxmz4bX1B96tkQiafF9Vqk6              15.00000000         1,648.50     1  2025-03-04 .. 2025-03-04
 157 MRrHNtWrLZTLNXdq5xuFpCPt9Gzhv5o2LA              20.00000000         1,647.40     1  2024-11-15 .. 2024-11-15
 158 ltc1qd2wlfx4gnuwwdngt2vjty4w260ymwed8cfr8h4        13.49821042         1,635.04     1  2024-12-16 .. 2024-12-16
 159 MFrJEB4UBAQrCTgGAzkYSbxswNdF1RHHzj              20.00000000         1,630.60     1  2025-04-03 .. 2025-04-03
 160 MGXzzYohDPRxpVr9RsUfhUtRzhzv2T4FGC              18.50000000         1,627.26     1  2025-05-03 .. 2025-05-03
 161 ltc1qatxa85dxmyk6pg7pkzq05mhd8kzt3p4jtttsx0        18.49122944         1,609.85     1  2025-04-27 .. 2025-04-27
 162 MD82jCcALzYd8gXEHBmAhikpJNGqwtb1pk              19.00000000         1,581.75     1  2025-05-06 .. 2025-05-06
 163 ltc1qwjtd36057s54dtmg9amhnhqar6n9wjgjeksy3v        17.63090695         1,572.85     1  2024-11-19 .. 2024-11-19
 164 M8TNDSo6k3f7ftTQ9GdVvgPgCiYtqrVPVu              12.00000000         1,569.84     1  2025-02-21 .. 2025-02-21
 165 ltc1q7s0e9t2gkt49wvj5ed9rjrmtpqnd59u6qu5u5z        12.22732002         1,565.46     1  2025-03-01 .. 2025-03-01
 166 MLYtSeu7w7BrQuC2FiNkcKADuuKcTAhjQ2              12.00000000         1,558.32     1  2025-02-24 .. 2025-02-24
 167 MF54pQjBtKUMoyv96y9bBSHsCTS2vamfZ4              15.00000000         1,555.65     1  2025-03-08 .. 2025-03-08
 168 ltc1qys6w4kzh0em985vxp2qglvjw4re420efndyuu3        13.64069183         1,555.04     1  2025-01-07 .. 2025-01-07
 169 ltc1qq78vg9tz3dcam73j75danzw7u268yk0dy0qgtc        20.01104333         1,534.65     1  2024-11-13 .. 2024-11-13
 170 ltc1qwajpankn8v8a29a9uf4x9etrgu78ekpnyc3ny6        16.55861072         1,526.70     1  2024-11-23 .. 2024-11-23
 171 MRfq7rsDfXtgDka4BXAX6wVBdx75V1pQBN              20.00000000         1,523.80     1  2025-04-12 .. 2025-04-12
 172 ltc1qxzvepz0ln078sy56a2gmreucyajeahm3fpmmy9        12.95471881         1,494.72     1  2025-01-23 .. 2025-01-23
 173 ltc1qhy262lk6pg9kwjl933ngnlfyfsa4j4hjh83wph        12.92619745         1,437.65     1  2025-01-05 .. 2025-01-05
 174 ltc1qyj748l86t7m3x2k3lxva77kv5z77yajgmv8pjs        11.53030505         1,434.83     1  2025-01-17 .. 2025-01-17
 175 ltc1q920jqqs0htkgfrafvexlwzgl2rang2txanjrms        21.44844613         1,433.83     1  2024-11-04 .. 2024-11-04
 176 ltc1qfc5d9uk4jv3uhlss4dsh5ydanvvwlmxw9qvks0        14.41785753         1,332.50     1  2025-03-27 .. 2025-03-27
 177 ltc1qxls4fe4htckra5myhcwera3k08dkkm3zpwskrr         9.39937738         1,256.60     1  2024-12-05 .. 2024-12-05
 178 ltc1qyjuzmvw89s9tvj6tlw9965qe2narwy2ja7dch6         9.74648623         1,225.33     1  2025-02-17 .. 2025-02-17
 179 ltc1qph0u6dza94xr4kdwlpm9qphgqq2erk8gnv7705        11.56465784         1,194.40     1  2025-01-01 .. 2025-01-01
 180 ltc1qv5n7q45ygvdnhlrxlrplgqzqdwjuegsuvr0rf0        13.06773853         1,176.49     1  2025-03-19 .. 2025-03-19
 181 ltc1q63rrmwznmeavvmat6lq2sf82dsytyzvzg8xfrc        11.37837593         1,163.33     1  2024-12-27 .. 2024-12-27
 182 ltc1qf046q96qx8uqlsx0kzuusrytfaz2e48rch252a        16.93286209         1,122.65     1  2024-10-06 .. 2024-10-06
 183 ltc1qq7mk25meg48zzw9ug2qhwhf6qzk74uhhtes7ua        11.91267526         1,098.71     1  2024-11-26 .. 2024-11-26
 184 ltc1q68flnet40etnx8xuctsmda2rzevvt6ffmdvfrm         9.13529169         1,080.07     1  2024-12-15 .. 2024-12-15
 185 ltc1qk9agwjy4nsqu0lsd0pq48785ruwfzty0dzavd2        13.36355026         1,006.01     1  2025-04-16 .. 2025-04-16
 186 ltc1q2gyglxlakd7msv7frtg7l7nkpxayp7hqlkzsww        14.19584050         1,002.65     1  2025-04-07 .. 2025-04-07
 187 ltc1qzepqvaffl3ccnrfrku205jeyst3deua3gghn7e        13.91851271           895.24     1  2024-10-11 .. 2024-10-11
 188 ltc1qp8pdjvttuzfjse8v8hhrj352a5wnuqw3w34tgu        10.01078305           881.85     1  2025-03-14 .. 2025-03-14
 189 ltc1qrum4aq2fra76mktuw447p5e3dks5yurc39rv72         7.31903665           838.40     1  2025-02-26 .. 2025-02-26
 190 ltc1qgv4kvyprjjfj7waeejkjfyr5gllt9p2xzwxqc4        10.91664934           731.74     1  2024-10-07 .. 2024-10-07
 191 ltc1qejem5jdw775x296kcsgxjx7lahvxe9gnt4mde3         7.90670029           666.53     1  2025-04-25 .. 2025-04-25
 192 LcAmRWcoogxkJuEs6uW3ese4qDK4Wr9BNf               4.74665259           499.63     1  2025-05-11 .. 2025-05-11
 193 ltc1q4a04qrl863jr568qanj3yuzhmv2y7vatxt6czx         3.85913247           400.73     2  2025-05-13 .. 2025-05-13
 194 LeSVbA96uaS5GirNSoFz9bcR6ubV19AuJD               1.55532734           117.27     1  2024-11-14 .. 2024-11-14
 195 ltc1qsndf04qnxdun4ckxzq35xkeg3hhywlpplkqskm         1.02972230           101.30     1  2025-01-14 .. 2025-01-14
 196 ltc1q7q93feq06eyl3cgd6vq6e6m5j50jh4eaq5vuju         1.11004671            60.72     1  2026-09-06 .. 2026-09-06
 197 LhdLhdkAdpE4R7a3YueaEjmNyvCcMTYH1Y               0.49894240            55.49     1  2025-01-05 .. 2025-01-05
 198 ltc1qhdwfh2qsv4plge63lus33vjz3vry7elq7yp7ha         0.09936222            12.51     1  2025-02-23 .. 2025-02-23

COMBINED TOTAL USD VALUE OF ALL OUTGOING TRANSFERS: $1,243,331.76
