coin,date_utc,destination,amount,usd_value
LTC,2024-12-04,ltc1q34x7yzcemxw4t44wxutzp23fnfx6zukzqf83ur,23.90729829,3129.47
LTC,2024-12-05,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,8.00000000,1069.52
LTC,2024-12-05,ltc1qxls4fe4htckra5myhcwera3k08dkkm3zpwskrr,9.39937738,1256.60
LTC,2024-12-07,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,8.00000000,1087.52
LTC,2024-12-07,MN8oGtRtPxEBYKhk2bEjbHQaVXPexDpjxL,15.00000000,2039.10
LTC,2024-12-07,ltc1q2c9l32y8n03ctqgpw9yw5h2tv095kz2elk4cu6,21.49232327,2921.67
LTC,2024-12-09,ltc1qpetqtjg23c2m3lnf93jwfcd6cvlep4k0vcq6xq,33.36035020,4500.64
LTC,2024-12-10,ltc1q3ca8vdlttysmhrfcupjw7h4mp30462qumaq94n,32.05999727,3540.39
LTC,2024-12-11,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,9.00000000,988.11
LTC,2024-12-11,ltc1q8ktk2775dpr9krsq500tzasa0h0ka5zzu9m2mf,23.05823070,2531.56
LTC,2024-12-12,MVpX1AnAsa6HAE8z9ywW22kSMsFzUgijnS,21.02322193,2466.02
LTC,2024-12-13,ltc1qhauqnw8hxz5l2jd59wt8j5shjt8t26k8qe0jta,24.19356088,2884.60
LTC,2024-12-14,MQLRVi3YSwXW8FscNd4x3bZdrhfKkwZqBR,24.60068103,3063.28
LTC,2024-12-15,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,9.00000000,1064.07
LTC,2024-12-15,ltc1q68flnet40etnx8xuctsmda2rzevvt6ffmdvfrm,9.13529169,1080.07
LTC,2024-12-16,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,9.00000000,1090.17
LTC,2024-12-16,ltc1qd2wlfx4gnuwwdngt2vjty4w260ymwed8cfr8h4,13.49821042,1635.04
LTC,2024-12-17,MPbs7bVSAo8BCkVmZrzu2qpxh5FxiEQwFJ,18.60529096,2195.42
LTC,2024-12-19,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,1083.20
LTC,2024-12-19,ltc1qu96j796zft3lf3azx2fus7ug0ze4um8tw33s9r,18.93575859,2051.12
LTC,2024-12-19,MGsgnxH2vzR3UzyEsssv93Bxv9kVxLBygM,20.00000000,2166.40
LTC,2024-12-21,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,1013.70
LTC,2024-12-21,MSCKtEKMjA75vVNtAnPwEk5VsED8pWvCy8,25.00000000,2534.25
LTC,2024-12-21,ltc1qwnq7nyd65hh5e4jlm78z84qwaxvjfgf7y0nhve,34.70871382,3518.42
LTC,2024-12-22,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,1015.70
LTC,2024-12-22,MX9pYzN76fhPhxbzDWHHFfAtaCSrMKhAMB,20.41748317,2073.80
LTC,2024-12-23,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,20.71477310,2067.33
LTC,2024-12-24,MAKWhz6WqUYXL7q3MYPhM6NzGTGJv5itpM,25.33243132,2704.49
LTC,2024-12-26,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,15.00000000,1647.30
LTC,2024-12-26,ltc1q96ltw3x2wacuaumky6ahksvg5kh9e4d938kerw,30.00859896,3295.54
LTC,2024-12-27,ltc1q63rrmwznmeavvmat6lq2sf82dsytyzvzg8xfrc,11.37837593,1163.33
LTC,2024-12-27,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,15.00000000,1533.60
LTC,2024-12-28,ltc1q6d5sq0mr7le4qhlweul9g7vjpcv2udukgq2rc2,53.69870610,5401.02
LTC,2024-12-29,ltc1q3aal2qferj3a8f3gtthu8k90gel2u26ektnu4h,27.37955245,2758.49
LTC,2024-12-31,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,994.00
LTC,2024-12-31,M8mWBjA1rcT7FgnRnVKJefEPuC2bVFxnxZ,20.00000000,1988.00
LTC,2024-12-31,ltc1que6q67wl7pgew4j9ycm7hf2lrqjyke6exgvv40,33.92596288,3372.24
LTC,2025-01-01,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,1032.80
LTC,2025-01-01,ltc1qph0u6dza94xr4kdwlpm9qphgqq2erk8gnv7705,11.56465784,1194.40
LTC,2025-01-02,ltc1quj2vpdn7rql4leyx08xjlzpns26vz9ukjtljh8,34.87515198,3669.91
LTC,2025-01-05,ltc1qhy262lk6pg9kwjl933ngnlfyfsa4j4hjh83wph,12.92619745,1437.65
LTC,2025-01-05,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,20.00000000,2224.40
LTC,2025-01-05,MFQfcrEkMBSTupNSE5KKXwQtAaCBd7BnVB,30.00000000,3336.60
LTC,2025-01-05,LhdLhdkAdpE4R7a3YueaEjmNyvCcMTYH1Y,0.49894240,55.49
LTC,2025-01-06,ltc1q3g5kp0de9sqevfqrxamzqcecgsglal0hverslt,14.96503743,1731.75
LTC,2025-01-07,ltc1qys6w4kzh0em985vxp2qglvjw4re420efndyuu3,13.64069183,1555.04
LTC,2025-01-07,MJTWYfyQZgd7ShGDtYL2iB48HrvUvRWYLs,20.00000000,2280.00
LTC,2025-01-08,ltc1q335gvlrtxvhk2etwhpyn67lnks3racz83fuudc,30.61808653,3144.78
LTC,2025-01-09,MVThcJN2okdgFavUJMs43zU6q7MYdWobb7,20.00000000,2028.60
LTC,2025-01-09,ltc1qpzdcchtepvfen84m3ysvwsku5kftx88e5e6gds,23.38257529,2371.69
LTC,2025-01-10,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,15.00000000,1533.45
LTC,2025-01-10,MBtESaBcrLYK2n6ALJ911wDBHRCP3owQqF,17.68013507,1807.44
LTC,2025-01-11,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,15.00000000,1559.10
LTC,2025-01-11,MCYbdqM7PX6GHmmpYqVMKBaMUiaa7D6ECQ,19.28235261,2004.21
LTC,2025-01-12,ltc1q75vtnrxte5a4dvpp3yaw5f50xzyysglvhwdj2v,48.77338016,5091.94
LTC,2025-01-13,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,13.00000000,1330.55
LTC,2025-01-13,M8WiYy3AsEwTjrQSirpWcEZtdtejRLVK1s,18.36304981,1879.46
LTC,2025-01-14,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,20.00000000,1967.60
LTC,2025-01-14,MSq35Xq58wQjNBbnWYLqQ3Y82yboWYvFMM,21.43594805,2108.87
LTC,2025-01-14,ltc1qsndf04qnxdun4ckxzq35xkeg3hhywlpplkqskm,1.02972230,101.30
LTC,2025-01-15,ltc1qsvj2hfenhhkfshagny2az4xxkf426ylytw7jjf,32.81122149,3361.51
LTC,2025-01-16,MLzZP8t4y91CcdGVoygXamm62wBsknAUB9,24.13637826,2822.99
LTC,2025-01-17,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,10.00000000,1244.40
LTC,2025-01-17,ltc1qyj748l86t7m3x2k3lxva77kv5z77yajgmv8pjs,11.53030505,1434.83
LTC,2025-01-18,LYaQTr1QDSXnmDdi38A13WXWDiyuWw9h7G,15.00000000,2055.60
LTC,2025-01-18,MAvA6ELLQBnQyNVRAxKwyYSUeFEAdZ9Rx7,19.27022632,2640.79
LTC,2025-01-20,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,15.00000000,1733.40
LTC,2025-01-20,MFvJhPaZimwUYMCjv6UBPCuVt95ipom2Lc,20.58212298,2378.47
LTC,2025-01-22,M8gom1f8mwym9bSueMdaMtugERHJXRwbQq,20.00000000,2382.20
LTC,2025-01-22,ltc1qvck8tg9fdlsnmnthj32fv25smn8tj4a5mxw3hy,29.55011368,3519.71
LTC,2025-01-23,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1153.80
LTC,2025-01-23,ltc1qxzvepz0ln078sy56a2gmreucyajeahm3fpmmy9,12.95471881,1494.72
LTC,2025-01-24,ML3QpVLAzV1RrcrWxx7PYUdGd5AFgGFZiF,22.74501724,2647.97
LTC,2025-01-25,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1187.10
LTC,2025-01-25,MK4az65JWMkQrnq53QZ7QfRXEpiao4crNW,18.13997583,2153.40
LTC,2025-01-27,ltc1qzjxhzx5650dyr47090gr6fh94lnyll3hply7y8,30.60241986,3582.63
LTC,2025-01-28,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1150.50
LTC,2025-01-28,ltc1q4n2xz87lzta3m3jkmzs4qr9xhsc63tz8q4gm76,24.25760525,2790.84
LTC,2025-01-29,MH2vyHSbuLoPy96euzYyMB69p2QMEPzrdt,20.98051730,2306.18
LTC,2025-01-30,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,14.57246457,1688.95
LTC,2025-02-01,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1280.90
LTC,2025-02-01,MGD9bxWw3XkcEeR4rfwL7sa1JVjy6YyJ45,15.00000000,1921.35
LTC,2025-02-01,ltc1qr3m67mna93255hcf7yyqsexyne4jwsfen5eeg6,23.77672342,3045.56
LTC,2025-02-03,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,15.00000000,1636.95
LTC,2025-02-03,MUuo7hv1ZUHd23vxgi4Dn3nKrubeknqF7u,22.36638359,2440.84
LTC,2025-02-05,MCoU863747eKRwhma8hUucyEgV3nWRGiP4,23.06040922,2330.95
LTC,2025-02-05,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.79054574,1090.71
LTC,2025-02-06,ltc1q0qemnjhmyfvrmen8qdygag6ydntfpepf8p2jah,24.36145318,2518.49
LTC,2025-02-07,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,17.47908898,1776.92
LTC,2025-02-07,MRQvYk2c7SkrpQQvuxXjG93dWavjJmuNLC,18.49045062,1879.74
LTC,2025-02-09,ltc1qrw9pmpfxy3g4fqndf66nya2kzy29xhsx5rphc9,38.52040412,4032.70
LTC,2025-02-10,MKXduEcYkW2yNhZ2aCNMPU2dWMZRxfXVa7,15.41449006,1652.43
LTC,2025-02-11,MS2GK7aBB6Cdc3hyxo8YUwjdFqn8N5Ca25,14.43822565,1735.62
LTC,2025-02-12,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,9.00000000,1073.34
LTC,2025-02-12,ltc1qcj0se94ernt4t487f4lulm4mytc99v7zal6zun,15.08106377,1798.57
LTC,2025-02-12,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.69862190,1395.18
LTC,2025-02-14,ltc1qn8p8nk539rdjyjyeph3qwt0u2v7wnk8pj4r67j,37.44509526,4741.30
LTC,2025-02-15,MQCXDnqC66mwP367MUPgw45tJfT1yaK66D,15.27403557,1907.73
LTC,2025-02-15,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,8.36635571,1044.96
LTC,2025-02-16,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,9.36084419,1253.04
LTC,2025-02-16,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,12.19430261,1632.33
LTC,2025-02-17,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,9.00000000,1131.48
LTC,2025-02-17,ltc1qyjuzmvw89s9tvj6tlw9965qe2narwy2ja7dch6,9.74648623,1225.33
LTC,2025-02-18,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,7.61868413,931.84
LTC,2025-02-18,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,9.00000000,1100.79
LTC,2025-02-19,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1297.50
LTC,2025-02-19,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,12.95611612,1681.06
LTC,2025-02-19,MDWgTJzAvahYgfZoxQJ6bq6jjBXjaA2iVC,15.00000000,1946.25
LTC,2025-02-20,ltc1qu8v9nzzvzsq8sz650w6ksedvk6045h25a9aujq,17.38805993,2345.30
LTC,2025-02-21,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,7.02069195,918.45
LTC,2025-02-21,M8TNDSo6k3f7ftTQ9GdVvgPgCiYtqrVPVu,12.00000000,1569.84
LTC,2025-02-22,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,10.00000000,1281.00
LTC,2025-02-22,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,1281.00
LTC,2025-02-22,MEXarSMRDpzoa4dvQsiAU5uBnna34iV9y9,13.54824371,1735.53
LTC,2025-02-23,ltc1qhdwfh2qsv4plge63lus33vjz3vry7elq7yp7ha,0.09936222,12.51
LTC,2025-02-24,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,8.90775374,1156.76
LTC,2025-02-24,MLYtSeu7w7BrQuC2FiNkcKADuuKcTAhjQ2,12.00000000,1558.32
LTC,2025-02-24,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,14.42182037,1872.82
LTC,2025-02-25,MLTMMYeac8vQmpmoPkHABozZVg2g5R4V3u,17.21625557,1976.08
LTC,2025-02-26,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,8.00000000,916.40
LTC,2025-02-26,ltc1q9nfvcv5kf65rh6m006635fzcypycv80j974j8v,17.20851272,1971.24
LTC,2025-02-26,ltc1qrum4aq2fra76mktuw447p5e3dks5yurc39rv72,7.31903665,838.40
LTC,2025-02-28,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.72340242,1487.23
LTC,2025-02-28,MJWiDwS42La4id1adRx4bssLrG3PjxwH4P,15.00000000,1902.90
LTC,2025-03-01,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,12.00000000,1536.36
LTC,2025-03-01,ltc1q7s0e9t2gkt49wvj5ed9rjrmtpqnd59u6qu5u5z,12.22732002,1565.46
LTC,2025-03-03,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,6.66416851,852.28
LTC,2025-03-03,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,10.00000000,1278.90
LTC,2025-03-03,M9Dxnvp7o7J9mFNzp8fSe3yD7G3FYfWPP9,14.00000000,1790.46
LTC,2025-03-04,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,14.46421732,1589.62
LTC,2025-03-04,M9XviHubt8DBxmz4bX1B96tkQiafF9Vqk6,15.00000000,1648.50
LTC,2025-03-06,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,15.00000000,1570.95
LTC,2025-03-06,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,17.02945953,1783.50
LTC,2025-03-06,MMKMurDiCRKhxgn2gPLmeQ5MhkN8bWiZbo,20.00000000,2094.60
LTC,2025-03-08,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,5.00000000,518.55
LTC,2025-03-08,MF54pQjBtKUMoyv96y9bBSHsCTS2vamfZ4,15.00000000,1555.65
LTC,2025-03-08,ltc1qe75n7gc70qrlqgge4hvmys9mpv8h3nxgslmv4u,20.40389811,2116.09
LTC,2025-03-08,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,16.71071812,1733.07
LTC,2025-03-09,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.35954856,1162.54
LTC,2025-03-11,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,20.00000000,1749.80
LTC,2025-03-11,M9pjeZUuBvkV4kDnm9bxAs1fyympueoeEE,20.00000000,1749.80
LTC,2025-03-11,ltc1qt6prlyh5yvrnfpxt6480wgs3ruhlazjpg20kh9,27.38933485,2396.29
LTC,2025-03-12,MWdR8ugMv1EETcaKPWtkMzXzNJTqLbvRV6,25.29232637,2287.69
LTC,2025-03-14,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,880.90
LTC,2025-03-14,ltc1qfac35tmeackwsu2vqxf4r3f7d9stjy3xnfwhh8,30.48049742,2685.03
LTC,2025-03-14,ltc1qp8pdjvttuzfjse8v8hhrj352a5wnuqw3w34tgu,10.01078305,881.85
LTC,2025-03-15,ltc1qec6990lkc9e3z0rt8r5yza63y37q2ptwvxxkz4,21.62838121,1975.10
LTC,2025-03-17,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,16.91301290,1525.89
LTC,2025-03-17,MQazTXWzBVuajJTiP8gVx4F2opMMxams9w,20.00000000,1804.40
LTC,2025-03-19,ltc1qv5n7q45ygvdnhlrxlrplgqzqdwjuegsuvr0rf0,13.06773853,1176.49
LTC,2025-03-19,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,20.00000000,1800.60
LTC,2025-03-19,MHHMPTRxAb7qXskh8efmXdBcXcFs5SvRCg,20.00000000,1800.60
LTC,2025-03-21,ltc1qa9dcqwwwgnkuf3w4ym3mw4s9lv9ntzq8g2ytmz,48.19538319,4496.15
LTC,2025-03-22,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,15.97439178,1450.95
LTC,2025-03-23,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.73946161,1072.63
LTC,2025-03-23,M8wBB6KZBxJZ4K1SCtpmD686t971YEHDcp,20.00000000,1827.40
LTC,2025-03-24,ltc1qc67uejrahhgyqz4dc2kzv4eutam9atkxsj4h90,29.39451184,2689.01
LTC,2025-03-25,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,8.00000000,750.16
LTC,2025-03-25,MTdGRDmDvd8fhdDwdruhc5tva93VYPLhuL,19.05635506,1786.91
LTC,2025-03-27,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,12.98279779,1199.87
LTC,2025-03-27,ltc1qfc5d9uk4jv3uhlss4dsh5ydanvvwlmxw9qvks0,14.41785753,1332.50
LTC,2025-03-28,M88XfsT5T6aidmwhT1En1iEHnUHe2nDQ56,20.00000000,1855.80
LTC,2025-03-28,ltc1qc5xpd2uqy034esevxa3txl78cap3zxmycarl7r,20.26622046,1880.50
LTC,2025-03-30,MLsqRqToAzfMyT8qPj5tsMm2abWBqRXJW3,20.00000000,1709.20
LTC,2025-03-30,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,22.06778667,1885.91
LTC,2025-04-02,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,15.00000000,1267.20
LTC,2025-04-02,MBNitVKsUsaSwMjv5CPoeo98mF8ynUqXvU,20.00000000,1689.60
LTC,2025-04-02,ltc1qrkvnyx0n6tnj3vs9495v8c4vkw8hqlkn9fx4tx,29.42120010,2485.50
LTC,2025-04-02,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,21.04650861,1778.01
LTC,2025-04-03,MFrJEB4UBAQrCTgGAzkYSbxswNdF1RHHzj,20.00000000,1630.60
LTC,2025-04-03,ltc1qvrlw7hwu56juek7pctuw0ln4eugsww05rptgna,21.52548971,1754.97
LTC,2025-04-04,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,13.90561071,1160.42
LTC,2025-04-05,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,9.10755178,768.77
LTC,2025-04-05,ML7eyAAMBujpBJcL7b2ata9V7TZbuwuse6,20.00000000,1688.20
LTC,2025-04-06,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,10.00000000,826.80
LTC,2025-04-06,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,826.80
LTC,2025-04-06,ltc1q7ez7uruk23rpplqgna4h2zfdmurzjkfq8rqfnp,30.55814682,2526.55
LTC,2025-04-07,ltc1q2gyglxlakd7msv7frtg7l7nkpxayp7hqlkzsww,14.19584050,1002.65
LTC,2025-04-07,MREqgVC9V2VK8JXkjVzFzB5Bhy512G7iee,24.00000000,1695.12
LTC,2025-04-08,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,28.06074912,1992.03
LTC,2025-04-09,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,12.51555820,865.58
LTC,2025-04-10,ltc1qpyyy6s5zy96kdvx4apmek9ew9cqlq8gdl54qlz,50.37099782,3829.71
LTC,2025-04-12,MRfq7rsDfXtgDka4BXAX6wVBdx75V1pQBN,20.00000000,1523.80
LTC,2025-04-12,ltc1q30nanjhg69j8wc642xsf28n8hzd2kpaf99yxkj,38.60646752,2941.43
LTC,2025-04-13,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,13.45385538,1057.88
LTC,2025-04-13,MFiMtEFuiN4w28cxeZKGoRisz1SjrxdJvL,22.00000000,1729.86
LTC,2025-04-15,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,30.83878978,2380.45
LTC,2025-04-16,ltc1qk9agwjy4nsqu0lsd0pq48785ruwfzty0dzavd2,13.36355026,1006.01
LTC,2025-04-16,MEKvYZgJrudWCee1EiRZb3dvNuZ7ismmT5,22.00000000,1656.16
LTC,2025-04-19,ltc1q9a0xesam65vdlfpfmw6zhfr2dz4x5cwnj7net7,23.27104254,1768.60
LTC,2025-04-19,MKSUm9ozvPw9LP1A5rfyQXEVPkNH5GxtCp,25.00000000,1900.00
LTC,2025-04-19,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,30.00000000,2280.00
LTC,2025-04-21,MFiPwoip6rjokVhm14K3zBcwA1g23HyVrH,25.00000000,1945.00
LTC,2025-04-21,ltc1q5d092a0tjn8tcawlcnqqyljm75g7pu4q9nel7x,27.86430024,2167.84
LTC,2025-04-22,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,21.23129679,1659.01
LTC,2025-04-24,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.80576363,983.07
LTC,2025-04-24,MTJcGbsedPtvWrUbwXYWZZrTk8CsGKus2g,21.00000000,1748.67
LTC,2025-04-24,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,25.00000000,2081.75
LTC,2025-04-25,ltc1qejem5jdw775x296kcsgxjx7lahvxe9gnt4mde3,7.90670029,666.53
LTC,2025-04-25,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,10.00000000,843.00
LTC,2025-04-27,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,11.00000000,957.66
LTC,2025-04-27,ltc1qatxa85dxmyk6pg7pkzq05mhd8kzt3p4jtttsx0,18.49122944,1609.85
LTC,2025-04-28,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,10.67059563,911.06
LTC,2025-04-28,M9Nuq5hTeeNC1BikBTGVABPftKqnNSrqcs,20.00000000,1707.60
LTC,2025-04-29,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,12.09474115,1036.16
LTC,2025-04-30,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,11.07968915,947.98
LTC,2025-04-30,MPpqgv9fgEWYkThTApySUJnAtrWmNRyXGZ,25.00000000,2139.00
LTC,2025-05-02,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,11.39081899,1012.07
LTC,2025-05-02,ltc1q66ehlgpfm8jgc76ew4ar377l9j75xze7l7u8cu,29.79069906,2646.90
LTC,2025-05-03,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,5.81883803,511.82
LTC,2025-05-03,MGXzzYohDPRxpVr9RsUfhUtRzhzv2T4FGC,18.50000000,1627.26
LTC,2025-05-04,MQDNYpp4dNwSGis9AiKRBZhALy2AaPjaf9,19.28891412,1669.46
LTC,2025-05-05,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,12.80178611,1088.79
LTC,2025-05-06,LgZGiNoBd1tLwoNg2VjfU7vjFHqHdS6jis,5.74697276,478.44
LTC,2025-05-06,MD82jCcALzYd8gXEHBmAhikpJNGqwtb1pk,19.00000000,1581.75
LTC,2025-05-08,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,15.00000000,1342.80
LTC,2025-05-08,MSAr8z84d2iQuxzqkHxkMWLmKhqoj3RTmm,21.47510100,1922.45
LTC,2025-05-10,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,9.70120294,975.16
LTC,2025-05-10,ltc1q2zvq3xuytm38tpucrz9hqk8yq89y9q586vp72a,16.61846541,1670.49
LTC,2025-05-11,LcAmRWcoogxkJuEs6uW3ese4qDK4Wr9BNf,4.74665259,499.63
LTC,2025-05-11,LeVXYdaeaX7Gtm8AXe87wc5U2uqiMQM4Cq,8.00000000,842.08
LTC,2025-05-13,ltc1qjsz2z76q493q6fyuwhmjjc6ff3ds29a5eaz89s,17.08953740,1774.58
LTC,2025-05-13,ltc1q4a04qrl863jr568qanj3yuzhmv2y7vatxt6czx,2.96395073,307.78
LTC,2025-05-13,ltc1q4a04qrl863jr568qanj3yuzhmv2y7vatxt6czx,0.89518174,92.96
LTC,2026-09-06,ltc1q7q93feq06eyl3cgd6vq6e6m5j50jh4eaq5vuju,1.11004671,60.72
