address,total_in,total_in_usd,total_out,total_out_usd
LWAtRWd7vAPuL234enLGR4Vk3kzwpr6Qvf,68.88576155,6602.05,68.88576155,6579.79
LT6yCWz5SvWKjDiG64cmT22abZv3UTi2nu,76.806,5964.97,76.806,6001.71
LiE2xu2JKPZuW6V5f4XDZgW8hZPD1Vmuid,67.01959636,5454.72,67.01959636,5475.05
LNbCzCXVcqF5J2c339AXJGc175rSANsqbv,45.38599351,5215.65,45.38599351,5177.42
LYN2eXAZMST1YW1En2ouCM2iXm3c9Cn7Me,65.98551636,4632.42,65.98551636,4620.65
LZVr3C8jQnnf8Eey7CckF3nhVTMJyicKLS,43.36756498,4610.63,43.36756498,4510.2
LQ7W2AHH93ajsZHAxMi57N8Pk4MTooFWj9,45.22570653,4358.16,45.22570653,4401.83
LVXv2SNQbSbpDPcqCd3NkkjCzQoQ9hMZYn,47.51034733,4358.15,47.51034733,4386.8
LdKVyrSaGmCSxoV3CdETT1HLC6RvwhFe89,48.78512486,4312.1,48.78512486,4312.1
LaBA2RnqRBsTT9nKGiFcSqamhWS2aqVDqR,44.94717098,4019.77,44.94717098,4017.98
LR1Mn4FfcuaswG51Vf7d2Bef1Xc8uSMSVj,43.67730221,3579.18,43.67730221,3605.04
LWNQgCSwoSTMp8fqZ54mCPVJf3aycxfKhM,48.73639822,3215.61,48.73639822,3230.19
LPLpDpYUh6TiXGhTfuYBecMaFgss41ojoC,32.33637284,3018.17,32.33637284,2982.11
LXNBesf6ToDJjMeYdhtUh2EqTRjgDbaxf4,31.8560867,2970.29,31.8560867,2965.95
LRh3tBQyPhrewksSmcqFZKtFi3SLNMJKyP,40.585591,2965.68,40.585591,2952.07
LRnVYpPkQXKkvEf9EBjfXkUVsQweE7xGLL,41.73824395,2785.99,41.73824395,2811.2
LXP4CDecZghuKZrNa3KW2hDgvBB49LxJe7,38.833071,2615.33,38.833071,2626.42
LRszKcL8opmkLEVpSSuYZnJLkTHMor6LoF,37.30245368,2562.94,37.30245368,2560.97
LdKJ6p8He5WukhCEpwdcEVFocDpMBm2V9a,30.53412672,2546.96,30.53412672,2550.09
LLTwotxhAJECtTRNbPi4phYa64HndnG1pe,24.811209,2449.36,24.811209,2419.91
LUu9uym2CWiqk1dNLq1qnBEijo7xtEo4YU,25.10978326,2365.42,25.10978326,2361.09
LaRh4xZC5jHudErL1U6Tzws9wJscThaJcB,24.8267,2339.16,24.8267,2360.85
LTmtakTtHvSMbzmwq8KfRtHVkqg4EvAtqK,25.525893,2316.21,25.525893,2317.29
La8qzYnXcTkbfJMXuz21jCo3K9pKyxLCpa,22.99264295,2302.36,22.99264295,2290.93
Lfi4Q6d1TjVo4VBgjjTerUQEnMyPxCUnZF,24.62208281,2157.17,24.62208281,2149.93
LQqVrHCXNyGf9XZ1NguvCQAJZpKeQWRc8v,22.4985222,2059.6,22.4985222,2072.16
LanxNNNbifFo7BXH68uJKF9uhCyjCPDZ9j,22.42275,2055.86,22.42275,2060.72
LcomsLZWPFHfxWLuHJx1JopAiCq3FLZPsZ,20.37935927,2021.13,20.37935927,2023.88
LQYNbrfzMSpeJUmqdiNtd2PugQwjFoCBHY,17.19243138,1997.37,17.19243138,1980.65
LX4iURPgN7uQUwUc6zGJRRRvMFvVLheWHB,22.75249228,1975.28,22.75249228,1971.35
Ld3eLiGoRiG4GK2aHr2y7rnsE9gDXJ9qXf,22.66939528,1964.61,22.66939528,1957.56
LhQxvvc5XkGM2cm9Cge3d2WMVEmoFu9YXE,18.42486265,1965.97,18.42486265,1951.25
LdLewwZyfZWSwgUL9xTZcnePQErZBLHFKq,18.5088066,1872.0,18.5088066,1925.73
LU6o9r8B1fTSuwKQosqYxenyoXDgjBUjt9,19.82941536,1907.14,19.82941536,1909.3
LbMk3Hj2Q8TJcfNW2zk6mQ19KJ4VvpedEe,20.45746217,1867.69,20.45746217,1909.06
LSE6SGzp5ZQoHKoFzEUDJwGiJeSqeh7Zpj,17.62580142,1892.64,17.62580142,1903.59
LetiqB3kS4yHshomMpTXRG1cyFcwkPbkf6,19.21550881,1801.4,19.21550881,1836.86
LL1QZW9qi6E3ATQBLqgzeMAqhnyc7Jqkcb,21.38091894,1813.67,21.38091894,1811.43
LX9yGFDHjUYja9X7W3P9q37LD1NiDWB9sx,16.92441118,1790.45,16.92441118,1791.53
LX2YcJtSFfJpkBTzfoNTCYACCmq6GgqxAh,17.9042545,1800.19,17.9042545,1788.79
LVv858iRBnpL8dNssuAYaRPtEZrJ3V2bQg,17.76725116,1775.92,17.76725116,1786.61
LNUyQjB8SnRQKccoYuZfn1qwT1UA5n2tMz,16.74936539,1745.22,16.74936539,1737.63
LWMZZfy9vZc1S5B1qwGJouuQPj25HefSFa,15.26529135,1724.94,15.26529135,1704.72
LdnMQYGvM2w7mx8XByWzpXztdkkjh4pu5D,17.414,1685.87,17.414,1703.14
LaVDbWZp9PYw2vFyxAaLmuH14nH1h3a9BJ,15.161,1652.12,15.161,1652.07
LKu27TWR2PT6xhRfuPCWRb5bQw848Pouij,16.4580666,1618.27,16.4580666,1649.87
LUgxSfdZCiEwMEFS6SGPnnnKpZzp41o436,15.26149634,1678.16,15.26149634,1630.97
LKRHwaSKLCRXCzVYdqXSuuiRdBha967Mfm,23.407668,1602.13,23.407668,1602.13
LWEi2NDcyjTW4oGAW6MLj39bUicjjqe4na,13.88574089,1586.58,13.88574089,1596.61
