address,total_in,total_in_usd,total_out,total_out_usd
1B9X2zpbSWUs7wqmYXaML8RtaUR39vqz5f,0.00222694,239.29,0.00222694,239.34
1DH63Cauh1mVYsHeMpJz4ExChVJ2XAAV8E,0.00216619,237.58,0.00216619,238.52
16tD8kVsKVSyC4bNj6a8t4iW4TVHgpYxfz,0.00207906,227.96,0.00207906,237.66
19d2M6QrjAHoiUyQrQ3pgE3p9h7QEicmtD,0.0020247,238.59,0.0020247,237.66
178nKinn5w1hZRodS3Gry9RWKDaqTAQs3V,0.00220306,237.9,0.00220306,235.91
1Kaa4gVrY51iZi1qhrWKUdCas6de157RjR,0.00234404,270.99,0.00197096,234.66
1DDHdfYjruYXy6xyBX7c2ZAauCU9sSUBCX,0.002172,233.5,0.002172,233.82
1HhgNmaGJaMBgKVXzCbbfogzrvEaSSEbyD,0.00248482,284.44,0.00205424,233.76
12ByzbEk42WHaw85m1CvTWk5WiWJdDnwyM,0.00200905,236.89,0.00200905,233.75
1KH6gJMUNL6faniAgRWZaS1nRWraLT8ou7,0.00203392,232.8,0.00203392,232.79
18KdRFY6C3BCZQrQuXLWPwDGvtQaMvfsv4,0.00216304,231.76,0.00216304,231.76
1NjAHYXRrGw278jU87HUDGjrKCNuLKTX2Q,0.00200001,229.8,0.00200001,230.38
134DyjkVcVYJLj4T2YRBxEygS1MJehgGGK,0.00201972,225.11,0.00201972,229.62
1ME8vjV2cQKbdM33Bfrew9gCDsXQuDFsEf,0.00211655,229.34,0.00211655,229.34
1EFR6tBphZkrvHM5VbPPkUYtpXuvQ8pyT2,0.0019725,229.02,0.0019725,228.97
1NNkDfM94Gi4agWtduks5arcQSYff7sRam,0.00197,232.15,0.00197,228.06
1DtvhCdRdBR6ddTAfMg9GAixjthfh1iQPp,0.00193755,225.91,0.00193755,225.35
1Jo26QAEdMifxi2v2oWwyyZ77T8RfoFuLi,0.00217614,225.15,0.00217614,224.42
171tZVpHu1eJpDUsHn4V2t4LsK6VX5qtnZ,0.00189265,225.56,0.00189265,223.19
1FgmRgk41zpQfMpB2zQpaxNhmqtGAJ8rSz,0.00208532,222.64,0.00208532,222.37
1J6P4kGPwN3SohCtDFtEfMjEfygh8kfpV3,0.00212808,222.24,0.00212808,222.01
1AdrvkVSx4yDKTYEKMXDLQ8s9Cr6Y6ri4c,0.00209204,220.6,0.00209204,221.99
1NtGDe3rJb72xo1LsMeYiKpBTPmbP2FDd8,0.0019757,221.54,0.0019757,221.78
1MveP4iNVkuJJPkZoSRTemL5YRpAj4WCDs,0.00189662,221.35,0.00189662,221.15
15Ep3NGPif58TJLe23ZZ9dLiQTfEVQ49pU,0.0019,209.36,0.0019,219.01
1DvAgJFANB3Jh4tWGM8EnRdMZgSybwawVN,0.0018077,206.67,0.0018077,217.57
13N3Qio4iyGWCSinq6yZaQRo9dBBsLpHQW,0.00186974,217.86,0.00186974,217.54
1JNsinDfH7SJefBJWXSGqD5kGqobr1M1pe,0.00284953,334.66,0.00183709,216.35
1M88K7WxGz4aTtBqakguXjnvGnHj7G7ZgK,0.00197526,216.87,0.00197526,215.89
1BhwPMtHDDfmLhMod2f6hK6tj8EA1qvDgM,0.0019083,209.22,0.0019083,210.94
155kVsFfmMedcXobg2hn823qkHB3VoQKiE,0.00190017,218.52,0.00175094,210.67
17M7hfnXaVBNGEzhtgDC3DGKWdBVMA3gbA,0.0019687,208.73,0.0019687,209.79
1DD9qoX6WkBVvWrxRPka6QbzxvryjnVRyn,0.0018444,206.64,0.0018444,207.63
1LzXVyivvwHHNvuWCAG3fZdYHca3RsEuBM,0.00177838,202.81,0.00177838,207.55
1A6iWXxgqCXhWT2XtDAUJ7V2bD3GDkqrA8,0.00179043,205.6,0.00179043,207.14
1AzdfQuJBEkQaJkmQyWJjDbjAa8v154hCr,0.00185239,210.21,0.00185239,204.11
1JfhAbeaJHBC7PN6QKuCfZRGSGg5pCKr4M,0.00174147,200.66,0.00174147,204.0
13C5NutLrT1fUnUqsPVCZDzPNtgeywzRvP,0.00188329,201.52,0.00188329,202.54
19oVGGMcjNUgnHHdzKRZQMXtiUiooZCmS7,0.00188392,201.48,0.00188392,201.48
18MCGWEpa979iP4NPdR6iZxEQknVpCeYDi,0.00179645,201.74,0.00179645,201.4
13f6s4wFiMtSBHsBAfKMN4gvZTT9tH4pUo,0.00177758,199.64,0.00177758,201.27
1NeMaoo5ZmxBdyme7CicR4JBnwFHhxBNA9,0.00238243,281.4,0.00169379,200.27
1PEK3Tpzigk9Enr7xDjPAiBwpiwTEF1P38,0.00178907,194.88,0.00178907,199.83
1K3AKPQKP9FuLoz6uZJCLCv2EMUEzgAiee,0.00177956,198.11,0.00177956,199.76
14nhqWJSWcroDBh9ZCSgBC6RGBCDGkMwoH,0.00180932,198.56,0.00180932,199.37
1KqTCNeuYGZn9NPe5vXDzrSub4CkGSCn93,0.00171398,200.16,0.00171398,199.21
19za4YwPngJf2veq3rrMj8SzvePVUS4Qsa,0.0018308,201.89,0.0018308,198.91
13vrvcHrjrjHpRTot4SM9QYFJFW3ozYB5A,0.00184649,196.78,0.00184649,198.21
1JT4wbLwkTi4ueXMSpL5EoCQE6CJJ5tjmt,0.00184941,198.14,0.00184941,198.14
1HP1sgKbzciw6gjw7d7b9ewTQUP2G8p8Sd,0.00172783,199.79,0.00172783,197.51
1129wdWxysgksDorYgHLoptCqaaKm4SH1Q,0.00159166,181.38,0.00159166,196.54
19tvAwVRkBxLxAk6CKoFHGJxzS3RoBRUNf,0.00166633,194.92,0.00166633,195.95
16ZZxSHK3u4g73F9bREWANwvhMxWK2mi45,0.00163833,192.31,0.00163833,193.88
1FwVa4LmpW7QWPFpZeww8uegueP9xTuFdy,0.0017646,192.27,0.0017646,193.28
1CVQ1eRaMHbMGLpZUeMGhK2SrvG679Mde4,0.00167662,190.34,0.00167662,193.26
1NoBwEAUrAbwzQMTuyrdw9GtGHDkzJKUxU,0.00167108,193.71,0.00167108,192.62
15J2WLHHk8sUxgjTDyj44os9C58oJk4q5y,0.00182248,194.01,0.00182248,192.41
1BcrC3V379CBf8PyPr52ocC9iL62rJYujb,0.00180686,191.65,0.00180686,190.79
14Gh6Qk8PeZ2qFybsp3ZYXeJa5w8nmq4Cj,0.00176517,189.12,0.00176517,190.4
1HXHqKfCC1hWz9oTVRzSqrtZsW8we8bkLF,0.00165577,190.35,0.00165577,189.13
1E1cME2mNynRi8PCZPR5o4xYzWGr2JMugP,0.0017155,190.38,0.0017155,189.03
1JqxSLd7wN3J4FaK4TpEYQrB7CeXXkUZka,0.00157866,186.39,0.00157866,187.51
15viN5ZPQxzTZ6sDjECsBowiBA6ADhPs4c,0.0015881,183.64,0.0015881,187.37
1ELXdaAfxaNN5yNFsveWn8BvG7XKEHSdSy,0.00165677,185.36,0.00165677,185.97
15oq43LbqT4fm8FuuFKNBshymHb42nCByZ,0.00164735,179.79,0.00164735,185.05
1G4uXaPioDwSPkhnvVuWdFqtvKRV8A5G87,0.0016548,180.25,0.0016548,184.07
15zyXtEbKHpqjoqW2enS77EBPpPGgJy7me,0.00159717,175.85,0.00159717,182.96
1EUhzaw1csKVEQKqnbMe5b3wTQZdJVUFse,0.00168344,182.88,0.00168344,182.58
1Cs6NJB7mQQQJq4a4KmY9iiMR69QGrYmso,0.00154179,183.72,0.00154179,181.77
15VTDgn2hk8iRFeW4xoukpJizNCEmpH8td,0.0017152,181.2,0.0017152,181.2
13FiNxLWHc9ccYtiHoi35szwn7aucidLUJ,0.00162236,178.98,0.00162236,180.35
1ASvQqeUXQMCMQ3LDPxWXMHdFvL1vucDnb,0.00166807,174.97,0.00166807,179.98
1PTd4mB15yUQT2yXpFYT2zhFKu5ddHJaQ6,0.00166398,177.86,0.00166398,179.16
1K4KbuQGuTPSrrqKPK9QmMoNJqmrLBuLsp,0.00163978,179.45,0.00163978,178.63
161b2aMVpbK9H8kmi5GUdMoiFh8HG4kMai,0.00154264,168.29,0.00154264,178.51
1N5cNSqjEQk7z1A4h5qtYD64N6s33AHdz4,0.00157281,179.65,0.00157281,177.65
1CzowKhYEYaW6yjfcAv8L8b6cmERkrLw9r,0.00151953,176.77,0.00151953,176.87
1BPEUzibABr1SJyouDjJqgXuV5bJVdKdVU,0.0015815,176.45,0.0015815,176.59
124FVjpPdbMdynL9AKdR2YYw1SgGW3ct1Y,0.00156179,173.61,0.00156179,175.3
1GxFQVDyHqMcUFeNTPv7j1U1MEPgWPuptA,0.00180179,204.35,0.00155355,174.89
1EMDqbMDvRe7VbcZQCkDc72DgSNZy6rR5K,0.00158431,183.71,0.00149506,174.04
1KfsLRTvqJsdcgrbRGxTvdo7ZAqZGePHad,0.00146463,171.33,0.00146463,173.0
16cfQDMEgs6GCe4gZ4jgTmqeTrH8puQjrF,0.00146976,170.74,0.00146976,172.32
1AqdF9jkxEzVmNrwWW2QZGomoR6M1PLDRP,0.00156794,171.98,0.00156794,172.2
1zecv7KFDhCQEwoEmSwBXhjDKEuT8F81t,0.00148148,170.77,0.00148148,170.71
1KxtR7CbdE55yPkaLKUEdWB6SngtkkPVre,0.00157547,172.05,0.00157547,170.57
1QBYRDVYFUf1vDWrnJxQtscixcukyFv4nM,0.00161929,170.29,0.00161929,170.29
1EZa5mt5wXqsRoMBpZXe4usM3GGrP9GxkQ,0.00146966,169.24,0.00146966,170.01
1GjHUwqBLvEiVz2NMFJCKdrdrH7WEMiASS,0.00138937,160.5,0.00138937,169.16
1Cbqw4ymYFtTHR4YRCCRY3dhxkpPtEKu9Z,0.00154124,169.09,0.00154124,168.88
1EC2yAscUe4bG9o6PKTmvfMgo2hxm79tnW,0.00156682,168.53,0.00156682,168.53
