date,txid,direction,counterparty,amount_btc,amount_usd,fee_btc,fee_usd
2022-02-09,8a576cd19c92d001032a0ef7b60961271dac4a896d94a381620b0094f33fd21d,in,bc1quhmu3lreucxfwge9yk0seyn59hxdt4cf0dr84g,0.00741278,326.48,0.0,0.0
2022-02-09,94af38a82f605c1b9a196a25e0a1ecf4e23ec8095112e8798c7bbabddc17d3c7,in,1DXPRWxGySJxPMY4RyAHMPSRZZanZxM1YZ,6.894e-05,3.04,0.0,0.0
2022-02-09,a91735e70ffc95016d48fe0c667a45262b0849de6858fba5f92e2c7128e1bf1c,in,1MjH7jFuxTfajKhq8KKWkJ1bwTW2q1bbj6,0.0004524,19.93,0.0,0.0
2022-02-09,bb610f806f56d27124f3387984c352cfe5242fb54356c54f53fee7faf0061f26,in,33D9DYS8m3WrypjzeFJq8qM6478U7BfXwb,0.00130218,57.35,0.0,0.0
2022-02-09,c7dbcdbb5e37ac28bfe49a50a97b377fbcf91065d7f6af4480f56057f1677a05,in,bc1q78s4xw5fnslcnml4ufspdcjmtfy9g9r8esvxxr,0.00033948,14.95,0.0,0.0
2022-02-09,d30294393576c7c206a1c20acef185f054153a846f24173a5cffd350c188f236,in,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,0.00020941,9.22,0.0,0.0
2022-02-09,d3e2205c058a21302e20b74d9f6131339465169a1ee8780e524f9e3501e73021,in,3NXmKNugNvpioMP9mDNm9e7mpWY9zQZq2L,0.00055065,24.25,0.0,0.0
2022-02-09,d905ce3beac2a6d92ed3ea8ff048bd5b07ca3a985b9e8319f03376c339e29b4d,in,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,0.00027538,12.13,0.0,0.0
2022-02-09,db07ac20030e9008172580330e52627517a85320216e4ba682da6c466d5d3ef6,in,bc1qrm9lwgpf6x6zuryyk9d5dxutstvkzrnjfu3l5y,0.00114887,50.6,0.0,0.0
2022-02-09,eb5d6b390ad02b51dc06c8fbb006b29cad8238d61f4fa623c0d8dcd2a9d16d02,in,bc1qf6x4rjfj9wa7fenrl8atyfcjtkptwd2nysw74p,0.00034428,15.16,0.0,0.0
2022-02-09,feac75a2a66cb9a04ec6982907acea15aaee6b28132f1a71c9b1bd80e7b73702,in,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,0.00025484,11.22,0.0,0.0
2022-02-10,0ad8472a29b698ab0a3b41ff8511a247e6d45a98c1a352afa1a489d9a4321852,in,19Edu776DeuWUhYuTU7odZpLWvdMhxwT9H,0.00067775,30.07,0.0,0.0
2022-02-10,10a40a109b65222b63571692e4d46a556dd5a9c71e71b8e751b9c8c678a310cf,in,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,0.00039205,17.4,0.0,0.0
2022-02-10,2492dd9ab0f8f5315dea8c57d5d373b6254d7d3316cd99f6851d53c47d2285aa,in,bc1q8ctpl3tjcrd7neeqx3njr6hhewkvp6v77h6dp6,0.00027334,12.13,0.0,0.0
2022-02-10,30b44367c60ada815ec6619bdb186fec45129c91aaef8bae5685a1f5eb7912e5,in,bc1q0wzjs4vy6sakk0yzc4jv38n945n3f9lpgr9evg,0.00444878,197.4,0.0,0.0
2022-02-10,312c6bf12f01644104c6c2e5986e8567a85877f6800a846685d220ac2c4e709e,in,bc1qsqu2gy3e60hux9q8fkmg63s0hhu2qju4rnzsq4,0.0003456,15.34,0.0,0.0
2022-02-10,3c4c90760a864588c3193603c67b84c61658e8c1a9aeced2e688d5fd356d8ffd,in,1EsSeGvXdCHLRLnxFNk19GEsMB2mjJAJVr,0.00055735,24.73,0.0,0.0
2022-02-10,3f350a2402429d4a912fcf162a09dc7bd4e242c67d3d1ee683a2e325497cd91f,in,bc1qezpah2ks09aw6d5vgw204zaderkkyqxde4nawr;bc1qhc277pky2z3622seaumr22evw99a98g94r7ll2,0.00226672,100.58,0.0,0.0
2022-02-10,401fa48a063d3e8099ec1bc3358d1bbc5e971ecc1fd51227f982fac1fe556c02,in,bc1qsqu2gy3e60hux9q8fkmg63s0hhu2qju4rnzsq4,0.000563,24.98,0.0,0.0
2022-02-10,44937013ee7c242219e6f2b3b59d0010e6be0a568f625ffb1e2333ea00f2b6f3,in,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,0.000246,10.92,0.0,0.0
2022-02-10,46d95f3dc62f325344d19bb0d84d4caf5794c882f390bf71bf91c2b6f1b8f638,in,1CBA8RJ4cUuFeWgBVy2aweVmdGsUToXKbo,0.00033441,14.84,0.0,0.0
2022-02-10,4d4c450d147c69ab0ce231c244e05126b242ffe5ca49115665b67720f458e026,in,bc1qmcc8erc8x58llaqddc8suke2kh67uyygmpxykw,0.00148005,65.67,0.0,0.0
2022-02-10,5f4cb5d02d028040359e7719f1f56c7189fa3fc89931d96501e19872fb8a34af,in,bc1qxmfn4valqatepf8ulupcu4hzeuavwd0jzr4wt3,0.00064383,28.57,0.0,0.0
2022-02-10,85018635d9855127e1e51ca7d06dd9c1c874c4af734642a26c39739859e959ac,in,bc1qzahgkgg8ssee43dp24p28y5gr2pxrjwf0tqqvf,0.00027334,12.13,0.0,0.0
