address,total_in,total_in_usd,total_out,total_out_usd
1PK8X5MBfmgAeFrtQsEVoNN2bd8ieNShki,0.00551259,499.89,0.00551259,500.08
1ELgNUQjH2aytHMWSiV5wvxU7brzaxCMD2,0.00554791,488.69,0.00554791,490.2
13n74wt3mV79FmXFL34EcxveQw79UZuQUb,0.00787267,492.58,0.00787267,487.43
1DPaKFFpUBfzUeE2mHrtLaVJJFkQnkEvwH,0.00734062,486.71,0.00734062,487.02
1BTPRvPjLQHxACb6gdt5gc8FjLcKyKthhY,0.00640284,488.12,0.00640284,486.0
15eR1W8SnhxTkbBzsdVtqfHRRWN8jMiQY9,0.00618754,479.99,0.00618754,485.6
18MwC7wBj3Ch6nSCPeYisaYKTF6N5bDBGM,0.0053065,486.21,0.0053065,483.69
1JzcxXRxbg6hjTjrvNozmPQcQSuEaL4hXd,0.00592296,476.55,0.00592296,476.76
13fnP5QDZAYDdDULRJYoo62Lkr8GJdbmZW,0.00716963,464.52,0.00716963,475.89
1E8R2j9hTzCtJt5vmVswoxbkTf1dhD3kVe,0.00533064,470.34,0.00533064,470.34
1LSWEFG3fVy67CpAwBCU8tSQ1mBc2FrzHK,0.00511596,465.26,0.00511596,467.94
1PDpZshE4WKLfRiWxtfJebp7Pp9yr31ba8,0.00736217,460.43,0.00736217,465.34
1D8FkjVCpCzui89N9sv9dfpR5xwM1PP7je,0.00550695,461.64,0.00550695,465.31
1KQ5ZWLUJKbNv4zyk3D6SWqVo1TVhuKzV1,0.00729326,461.97,0.00729326,463.72
1KReoyeBFbChRxBhLDZZ1iWtVfuvhHLUpj,0.00506977,461.64,0.00506977,462.27
12tumEgCPNMSG1EKEL4NAStVyc4EFzaiiJ,0.00474064,462.51,0.00474064,461.44
12bLKimxL2Gf3Jjj6ZrqNWUug93cxAxnnK,0.00525274,462.58,0.00525274,461.4
1Fks9gExZdPHj6eKRW9qvPEqNtQek2CDFd,0.0067912,458.23,0.0067912,460.82
18DL8o78UENZb8HpydVf3Do3mrwnJbjCwd,0.00488782,460.43,0.00488782,459.61
16qX7ZaSaFyBCrzHANGdfPFEG8h7HRRokB,0.00522962,455.2,0.00522962,457.94
1Dt3uKKXNE2immv262BvS1vdcDLYF3YW2n,0.0052042,464.62,0.0052042,457.92
1JqTBEYWkPvNzGDfQBYuVbDo8Fmstg7Smm,0.00617467,444.28,0.00617467,451.15
19gpKDNu24vS3Jf7imqMYxqJwanZsoqkyq,0.00467928,440.26,0.00467928,450.42
1LWEfdF4BKc58uD93JQCky24eNRmbnsnSt,0.00439414,449.8,0.00439414,448.57
18nxUA2ukP83xggtEifVS1d4Fh14APGDps,0.00457883,447.94,0.00457883,448.44
1A6P5BAa94WPGfhQPwwoQyPfJnnTub7Zsm,0.00467134,442.18,0.00467134,447.8
1JHc7EcwRcqYLP6Y7w4SSqa3FHhf9ujLKV,0.00527849,447.66,0.00527849,443.9
15tDuqbD89NUf3bsRU3zMLDz1H96GCD5ju,0.00572237,438.15,0.00572237,442.32
1FKtVRGQA9rePnL4yKQuurfyHn6rjULe2u,0.00453779,438.26,0.00453779,441.43
17GG4iHn2eoZzeXWJZLx67Tr2qrrnF9yD1,0.00664296,417.64,0.00664296,438.99
18v9voF4F5GLutR8D6Ue1DFvSXCTGho2KL,0.00497136,433.96,0.00497136,436.46
1AshR3cYpyaxPbmzmqRWhgLT2EM7o2tgb6,0.00448612,430.94,0.00448612,435.78
1MHqu5iHfinEPBBo32B3ArMuHuf234qHxY,0.00435174,425.72,0.00435174,431.74
1MifyDGQRR1EJDdfNB68gFX6HmJFM8KYtB,0.00445142,434.65,0.00445142,429.97
18A2BA7TDxckvxdkgGvdeyMrejJwknWdMb,0.00583658,427.12,0.00583658,429.82
1Hsypn8xCCKdEwTD7rqCqLBTF9ezwJcU9y,0.00517914,422.94,0.00517914,428.03
15fABSHmwK3sUqNXxBYUayaKQzxvGuV6AP,0.00410389,415.87,0.00410389,422.32
1A2TZobRPLde4DA4YLUHSAxGhrgUAS4t2K,0.00649971,409.2,0.00649971,421.09
1NZggBvNt7mn2GdD28EYgYKKj86CCw7XAc,0.00515914,419.69,0.00515914,420.93
1DCHEUFEFkzShFewngk67aQ19FTzey3cGQ,0.00648295,417.24,0.00648295,417.18
1Ap1jJjhbVKKo9spSn4XRpE49Tv9XdpDXc,0.00427571,409.16,0.00427571,415.34
18LSHkjYxibXtcfwKk6XAu2bubgtv4sFsE,0.00505438,409.28,0.00505438,413.37
15Loqnno3WTimTU9FrRZyFLGDeAgnrX69K,0.00520005,411.63,0.00520005,412.41
1Ht97Ga1D8Du7rb4V844CQTSZA4rXbC8Qo,0.00531654,400.0,0.00531654,412.02
198cM898eBaGM1PAtYQ4cV6zuZRPVMEhrz,0.00608119,404.24,0.00608119,410.48
1BM6Nhyta3dtA8LAWaazkx3vePz1bok3MM,0.00525002,411.36,0.00525002,410.11
1BVNHGcr47M5o4GLNoyFLoHUkhkQW9EVVb,0.00484171,400.94,0.00484171,409.2
1Cy6SJa6dgrM7xSCnmNa5vjWYPy72ND8un,0.00428098,404.42,0.00428098,405.07
1CNU5Prnn78CFTvLLe3SoQimzoyZDV5jy,0.00450366,404.39,0.00450366,404.5
1PYXNKPTinsYwF9p1QEAXcfNkbmNd1mJbp,0.00423824,405.66,0.00423824,401.91
148zTwYttQ3tGQdPnAKxcDxkeRLyDnxrC7,0.00407764,394.78,0.00407764,396.7
1NfLHPUQggpTzJitog6HWkQ5mYdNQhpcEa,0.00398122,386.12,0.00398122,391.04
1HqCDgGQPVTJsVLKrrFTXQtg9YszKth9kQ,0.00511803,386.13,0.00511803,387.65
1NaE7NNYPFpWdtxbeFJvfj2te26tbECfkR,0.00433,389.35,0.00433,385.21
1Q8MNXH6pqhfAmcaEKbW1TYT4CyEQM68JR,0.00501167,383.44,0.00501167,384.28
1LCM2S2U4QCgY2mYB8ZqC4Mhn9zmCUZCoU,0.00470202,384.2,0.00470202,383.47
1C5s8FrQApWGYgBAmqLDyJFMZqtmJDsroN,0.00551758,383.45,0.00551758,383.45
18Z9LUBGeq8Kp8d4UzuCf8nTKKumuJhkUb,0.00394758,382.52,0.00394758,379.94
15WvjMVunTYBziUf4SNPPX3jrnuawR6Qec,0.00546532,372.35,0.00546532,378.86
1MyhiU4NzjASiDR1ZiJLWzYA7waiTtbRJA,0.00498174,373.17,0.00498174,376.27
1LwFyUF16YuPetzebe7dBmJNphRpxFUo67,0.00492959,376.0,0.00492959,376.26
12r1RXfEj1sCGYuGQ5rpsyPFwRXDJEmJkk,0.00464514,382.71,0.00464514,374.19
1Ytrt8pDE2e55HeqL6VqUtvHc97ChNeRM,0.00548445,373.68,0.00548445,373.06
12XbGRHgDhdMUdVtFmfGQ5UG3FZLHEZ1sA,0.00437998,361.95,0.00437998,371.5
15PYSkojBaBanTT4ACmrfMgfsDsJHUDBUP,0.00527442,370.93,0.00527442,370.37
19cwJ81J6aiTchvoTet4hYL6cagLWrMmcZ,0.00427821,373.46,0.00427821,368.5
19ZYdJ5SEjSUkUQR9iPx49cwCRJv7AMxTG,0.00465122,362.57,0.00465122,364.25
1P9sMeAQBz5tGMb6rYjFn81Tdx7jE7Dg2C,0.0036677,363.18,0.0036677,363.53
1AvBHNQYUGETEfD4Wph5MGc7jWJpf3UPN5,0.00501234,355.41,0.00501234,361.52
13NaUTqi2jga1BqMPnq78tW8wk1MQqSxCi,0.0037559,357.45,0.0037559,361.24
16xErEnkBdtsR5Y1E4jDewvxuDo3Wjoo53,0.00499943,353.5,0.00499943,359.55
1Dco8jmnjXcic2o2n3uPQYQWe3PS4GKoE2,0.00341638,353.28,0.00341638,356.79
16jDwjfvzFRm8ypFqe8abAeujZ66216uyf,0.00450912,350.74,0.00450912,356.5
1GJhENPsHAQ9S2HUaKGxcnGTGABe9pWXJM,0.00511404,352.72,0.00511404,355.81
13RapA8tmFNXQPNxWHii5T5yGQARkaTebv,0.0052,355.83,0.0052,355.57
1C1Mo2ppp1GBzgBSztGAupYHUy8TW4dwWx,0.00512307,355.4,0.00512307,355.4
17CpFSus7aMG2WrCWYRH6z31XqjrWE8WJo,0.00366079,350.92,0.00366079,352.62
1LuHUxyVndcheF1LAwuCsi3NmzWjJGuE35,0.00524129,344.54,0.00524129,351.88
1AAtLYJzNyJyyrmi82wbBsegXCT9ovM1qE,0.005016,350.08,0.005016,351.72
147wk1Vk2zPQc7nkE7UCQBzsFA8DxyK5Vz,0.004012,350.33,0.004012,350.98
1NomWFx18RmiJQBbRQEQuAXDmD3ozM25ef,0.00358636,355.67,0.00358636,350.13
1K8oLqiffSv7LC7fWFg8EFwx3Q8jkUbqpv,0.00563018,344.31,0.00563018,349.56
1DfaWd4oBf8y5dwhmppR4XNEDZUbt1BDo2,0.00357359,356.43,0.00357359,346.73
1As5ftiyN4dhyQGwrMcr6SkfcAkwGiecos,0.00496,342.7,0.00496,346.43
129m552QP5NnWMMPpb6Ko6w9DD49gZcX2d,0.00348728,344.3,0.00348728,345.22
1DwroHUXG1CENusd2NcFt93pSdws2krqfz,0.00355062,341.79,0.00355062,343.02
1JPqRwCNWJvVVwL3twFebx5uNVV3nGy7tn,0.005,345.16,0.005,337.13
15GsKH3B7FYXB8bwnP1pYGfonQDpQjacJy,0.0041764,336.43,0.0041764,336.99
1MnP39Pcsd4F1kkqwKBRqW9D8Ri9LmSmzF,0.00409629,354.57,0.00409629,336.88
12ygdciBwncKE5oKL6cSeZEnduajANQnrU,0.00349095,335.32,0.00349095,336.57
18rMoiz7ywWWZcNA6SsjJAxJKfdu4RDNsB,0.00343865,333.02,0.00343865,336.56
1FnFrjHkgUNvt1S3pmk7jKSsbqJTYGXSp5,0.00516107,339.61,0.00516107,335.87
13pS7Uwa1SpBUANGVFdZeUZgwzi5X4rcHB,0.00349895,335.41,0.00349895,335.3
1PBjXxPfQuwMqBP9nXXE7y6q7A1H6CrxQ1,0.00541203,341.56,0.00541203,335.2
19Cfx6jzLnoGqCbbnmYs5KBEsJydynxdLM,0.00359364,330.56,0.00359364,331.75
14xyCbMCHq9x7ZHQnoHGry9oqi37ufDCs5,0.00475755,332.98,0.00475755,330.45
1tfdbdbbGTV5d8SmEoKRg9XAubkwdYpNo,0.00343112,323.96,0.00343112,330.29
14brNupzdTwicu6YkpoA9WzrkVYme1XXLA,0.00421906,325.22,0.00421906,329.65
1FuDvkkpQqksJ6DkGxsYEfQWuAwm3988x,0.00336524,328.61,0.00336524,329.08
1MeosWqGrMAqRwEUAGnD37HJRz1ZiZem3r,0.0035117,322.69,0.0035117,327.88
1JJzYQGhyUm7oBiHyELeJ21BqVPmvNtaQ3,0.00508316,330.51,0.00508316,326.77
1LxBV3aCzokhRJxC6o5cYPS5vGn8zKppEL,0.00349393,316.61,0.00349393,326.71
1F4xK4k2ZXK6jiFRBRe9NiiHZwGNnGT8Kx,0.00348135,315.66,0.00348135,326.05
1LmFEV1A1PC3UYhPPVpscnqYFsmDuaCZAA,0.00368505,329.15,0.00368505,324.25
177E78Zhg8hBEurbeQ6vktSphSBEea6SH7,0.00472522,324.96,0.00472522,323.33
1HqwsepKKXSf4bK67MVV5G1FeVtCfGSmm3,0.00332813,319.44,0.00332813,321.31
1Ci9hS8AuA8ATdZ2vZ827qXJtBB59TsFQi,0.00513548,317.55,0.00513548,319.98
1HfhokKxD1eZrHKNZRckyvvuVUzW6Xj8bi,0.00394465,312.16,0.00394465,312.36
14XZJNRiPPHMayfPPX4kbynqwRg4DSfmj2,0.00387925,309.35,0.00387925,310.09
1AL8so5sR4cEbS9XSGfxJTM8trn3Zq6XYt,0.0041284,308.65,0.0041284,309.93
19FzyP1ASGQwqFB62pav11vFKJ11cC7R1g,0.00314725,309.26,0.00314725,308.07
141ifMTVynxTciKGfMLc3RDVdfZ26nhPZt,0.0050447,312.04,0.0050447,307.48
1BQkPdXxdpjgEXkRu96qh6xuxRfjzsHSRa,0.00315439,308.4,0.00315439,307.05
1JYB149hPmavpGBfXatwDDC4eVEJa4YXyZ,0.00454853,311.41,0.00454853,305.74
13wRQL7Ty4GgQWDwUAngY6Bn4azeYyW4bG,0.00483271,303.65,0.00483271,305.46
1LfUXDjRySooiRnrCjmKrDo2ArS5x5yStA,0.00317366,306.14,0.00317366,304.99
1ksFRC2tPhbFRftwgw8uK9sa6cxjQdyFw,0.00467442,305.01,0.00467442,304.18
1Ff7hKdibCnF5SKbzRbgVLkkK6mCPwpcXk,0.00302319,304.18,0.00302319,302.06
1A2JhXtL1rNLyNmwqvCtB6Hkv9zZqFSQsb,0.00298153,299.84,0.00298153,300.27
1MamCw2LdX5TcV9JXr1vL4E3siDj3n2Vof,0.00451351,299.53,0.00451351,300.19
1CbjCaogstHmYfcuNqrMwihWxXerRsxy1x,0.00307,299.68,0.00307,300.06
1NJ8sTSPocCPby2hpQbBGH5XiMq9Z16Wkj,0.00473374,292.08,0.00473374,298.31
1HC7pjYLr3QYEZSB4y47MNEbuuBnLvouZX,0.0044,303.74,0.0044,296.67
1K6XyCQniX5buNzq1XHDiJz2p6Jkrb5nMy,0.00324742,296.11,0.00324742,296.26
1LP2uooVZMwFZrN416AVW3VtUrtpSERS8Z,0.00376622,295.7,0.00376622,296.16
13UD4vaKsdEHmwBtfaPiCAoqJzJwbiYusS,0.00468299,283.96,0.00468299,295.99
1Fujs1GYa2ZeF3L4FuYP8eNWzEst2aucY2,0.00434352,286.04,0.00434352,295.29
15vDRRr3b2DdtTdsbvPvtXo9q7tghUVwPk,0.00307,295.61,0.00307,295.04
1DVsLQL76DRUyuhS6hco3ysena22vsveuK,0.00325869,293.79,0.00325869,294.9
15XstQ6rGrU8pNiYmxAa38cBbx1NjBYGBD,0.00384388,291.59,0.00384388,294.74
12NLhvERYySZmsQ7bidtjHFCuXeyKxtUHo,0.00429555,290.47,0.00429555,293.94
1CmDLq4RyHh2jLNhkBSqJgs1964qnT26ez,0.00383337,290.89,0.00383337,292.83
1FMdD4sdDaweNn2CKMub4HAG3CEwUSQE71,0.003,289.22,0.003,291.56
