date,txid,direction,counterparty,amount_ltc,amount_usd,fee_ltc,fee_usd
2023-11-11,b202cb77040b3a69d17edac50d3d0c200c8b47937e3a36c2b4afd4a4094c6bb1,in,ltc1q6nqkgmjmwfs998taqs70x6w8l42gup4jwf2fj7,0.22036,16.15,0.0,0.0
2023-11-11,b2ca1d0a781bd0fd78cdd0688a065a7e37d6343b0a2b1f83fa97d9b3938aa924,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.36287223,26.59,0.0,0.0
2023-11-11,b2d40c86dd89b0782f55af4746f130052266e3558b54565165526c0952e20257,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,1.23919838,90.8,0.0,0.0
2023-11-11,b4d9ab04e8be073c1d2eb1505a870998a51ee65ec8072f93afba8ed475bedfe8,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,1.26769602,92.88,0.0,0.0
2023-11-11,c29f753676fb5a0147b09c52ef441425979d0ddfd27f8fe9f66aad43817c3b24,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.1315,9.64,0.0,0.0
2023-11-11,c3ad03615ce98fe1cb64feaedff9506df5d0416032a4bf2d0a8ca2b13ddb68a7,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,4.01739797,294.35,0.0,0.0
2023-11-11,c650e0f571f534097163d88efbfb31082c267796e0dfd886312588ac35a63b98,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.26503042,19.42,0.0,0.0
2023-11-11,c909689bf57d5a80233e7bafa7140bd2eed8bcbdff88da54578eb867f0454503,in,LMPeMYP7cVJLJ7H85hTtuWZ3v7Gc42U1sb,0.76403152,55.98,0.0,0.0
2023-11-11,ca2e0f4fa85f511f015c4252e693d8dcfb6732bf0167f33430df9b69e27de482,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.20553946,15.06,0.0,0.0
2023-11-11,cd13a63075579d148cfbbac1b8584fd0d899eab46bc842e6e79ddc452c1b3041,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.18278947,13.39,0.0,0.0
2023-11-11,cf9d02bc0d0f64c6f81597c8fcb548808cd8d181a2e195994364af0b57528f2b,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,1.23900041,90.78,0.0,0.0
2023-11-11,d40b7170d628542306b21729ec1214192b28f3c71412feec8663c51bd212ac14,in,M82sgmHF4e8RBS5XgatQdYz1XNYDA5zA1w,0.3974556,29.12,0.0,0.0
2023-11-11,d565c5f35799ec902429d9597f05155e904f28be0971d8cfa17086ab457211a8,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,2.03330806,148.98,0.0,0.0
2023-11-11,d58a3b877f01a7a768713f9cab2a387c1d0fdac91690f17b74e799f4d5cef5de,in,ltc1q6n3rjv8ef2l5y0yu75rgv70vuzsjf5u7dqq56j,0.34272659,25.11,0.0,0.0
2023-11-11,e3defaa117845a72992ed30914fe99237f549968ef1067521343006be31809ff,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.0783593,5.74,0.0,0.0
2023-11-11,ec3f7ef5bb079885d6f4274ea837d8b44646b100df3777031fd735c5586a787f,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.66664688,48.85,0.0,0.0
2023-11-11,f2c03ca513e4f959e9b54a8af52877951fa4b85ae6131b4d2b412cf7b73a6bf8,in,ltc1qpfrwx0z68kd4pasd8me5ywqcpeg0ankmwhfu96,0.61306032,44.92,0.0,0.0
2023-11-11,f3c72f2201fafe7b808d5f50885483539bb77fefcba551b28b998df04414965c,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,3.60967258,264.48,0.0,0.0
2023-11-11,f45f0195c9dfc5fd946c4fd581c51b808be84d74b576f2fe6fb932091f8c0f5b,in,ltc1qjsqusw872pwmay7yts5n2tvw9vusnkg4ynkg7q,0.69897181,51.21,0.0,0.0
2023-11-12,04b1e0525c00945731d78db9ad5ee2cec53345e87ec5219a5427bd7b163686b1,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,1.221776,91.95,0.0,0.0
2023-11-12,1c8eed683d139fc7d6124ed2693b834c649ff5d47a5eb7aac7d7592b1f5f3644,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.404,30.41,0.0,0.0
2023-11-12,2ac05279cab6b1bb951a1d3ff5cbe54144f7604bc54a3dccc72359e62f15597b,in,ltc1qlkrddrdunu43re9de7442hvw86mecv6m82agxp,0.39761198,29.92,0.0,0.0
2023-11-12,3227a82c0139075d468493339d7595efc915cff8250659100ca37ebc3d39e921,in,ltc1q2smqwc6gn9ustnc8pxvc0ku8uh3xkkc40q7jv3,0.03312629,2.49,0.0,0.0
2023-11-12,48645b36ebcfc0138d026be3eef04c67423ee2543ee37752642d16e28bf66c6a,out,MBevdJh78YsgnticGmLiPPrFKvKx39yKXZ,42.69378026,3213.13,0.0017844,0.13
2023-11-12,4a683eb6939602b7bf63acc36951053e7eba76aec4aa908eca52c559d944a274,in,ltc1qr42ucapfwjuhx4vhwttlq6garxkpezyt9se856,0.48979556,36.86,0.0,0.0
2023-11-12,60270c16e4757536d3a8ba92523280db594f73e7021091e5d7b37c13281abdb9,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.36912433,27.78,0.0,0.0
2023-11-12,76a3c2a89a2aba40d43c6d595b30cd4704d2c7bead4973f3ec790dc2fca73ee0,out,LhvEwZThoaeAfcqY9jUUgTLV4nMUz2vnAx,0.13209409,9.94,7.48e-05,0.01
2023-11-12,9650e39a751d87868989ca22bf9e1a25c1d15b3da1c14c9955a411ccaaa08ae8,in,MSG1UfCeW7xfWy121kwYo2w12ESKJQW3Ly,0.29863127,22.47,0.0,0.0
2023-11-12,fa496e0827c7b7865af59fa0a6e4747d829f8ff39fb0ea010484a9924066dc71,in,LZEjckteAtWrugbsy9zU8VHEZ4iUiXo9Nm,0.06615774,4.98,0.0,0.0
